0.000000	82
0.000527	105
0.000603	88
0.000820	242
0.089455	429
0.089460	45
0.089979	381
0.090131	283
0.090320	87
0.090392	109
0.090669	257
0.090754	344
0.091311	346
0.091372	76
0.091788	232
0.091789	489
0.091892	293
0.091925	50
0.093617	331
0.094254	138
0.108503	72
0.108636	271
0.129405	305
0.129564	15
0.130660	395
0.130703	111
0.130716	253
0.130775	364
0.130836	448
0.130909	166
0.141673	366
0.141682	300
0.142061	137
0.143702	497
0.143848	379
0.148051	81
0.148132	449
0.148220	270
0.152947	393
0.153003	44
0.153089	475
0.153337	219
0.169687	360
0.170203	325
0.170217	246
0.170254	397
0.170270	207
0.170292	114
0.170715	102
0.170970	154
0.251813	167
0.255240	115
0.256652	294
0.258831	25
0.258864	463
0.259254	6
0.259256	60
0.259820	347
0.259927	204
0.270310	140
0.286208	483
0.286240	495
0.315072	378
0.321763	386
0.378610	71
0.404795	234
0.404837	70
0.404963	432
0.456398	275
0.467818	422
0.545677	249
1.586090	487
1.590200	467
1.606199	412
1.619123	256
1.762087	470
1.764097	212
1.785930	195
1.786479	101
1.821074	290
1.825784	4
1.841839	26
2.049858	494
2.050087	438
2.050274	255
2.050387	126
2.050939	191
2.084506	484
2.086010	100
2.101288	12
2.110317	158
2.112560	222
2.672400	216
2.672558	117
2.673245	472
2.673338	419
2.673815	413
2.673940	160
2.905159	151
2.905499	473
2.905515	19
3.255160	401
3.871246	374
4.247146	206
4.247508	223
4.248030	28
4.248059	354
4.248664	276
4.248924	229
4.263413	14
4.263533	5
4.263633	450
4.576630	280
8.272541	110
8.666949	153
8.988013	367
9.026007	144
9.026027	134
9.425596	284
9.472956	358
9.480866	83
9.562284	51
9.698599	334
9.732414	491
9.734312	479
9.749954	148
9.756927	350
9.756932	431
9.756953	147
9.757088	124
9.758094	113
9.758106	91
9.758261	85
9.773182	162
9.798569	58
9.809593	27
9.819939	92
9.820073	225
9.820077	89
9.993772	365
9.993954	329
10.113465	131
10.131157	241
10.136433	2
10.165496	439
10.186648	382
10.221523	179
10.221565	205
10.409729	266
10.409862	251
10.409889	277
10.410838	399
10.413641	326
10.413896	208
10.414273	209
10.414528	180
10.430991	474
10.475597	336
10.497208	65
10.551922	288
10.553686	460
10.554343	215
10.564333	233
10.597511	356
10.634573	125
10.920676	392
11.132301	499
11.313685	471
11.334377	434
11.418864	406
11.430517	32
11.544472	75
11.571944	197
11.588917	238
11.593149	376
11.610507	196
11.613317	477
11.764558	66
11.784775	99
11.961253	492
11.973067	457
12.060204	306
12.060272	273
12.164479	235
12.164482	489
12.196132	445
12.382948	211
13.283836	480
16.481776	453
16.712643	297
17.779711	421
18.427724	4
18.453118	380
21.982727	463
22.746796	315
23.260418	432
23.686340	332
23.710511	265
24.256880	13
24.316259	143
27.966119	499
30.610203	185
30.630593	250
32.143428	348
38.648581	101
40.779272	442
44.371352	227
44.576985	191
45.141232	330
46.061940	8
46.715826	74
47.537257	184
47.598001	437
48.107556	483
49.406267	368
51.399313	344
57.577164	170
57.981259	104
59.940396	28
60.551882	409
60.551977	417
60.933573	258
60.934483	264
66.019416	374
66.567064	239
69.341733	112
69.529890	186
70.496057	387
70.537574	172
70.562179	29
70.635753	275
70.839936	413
70.839946	146
71.167723	405
71.167787	165
71.473419	415
71.487489	489
71.511578	188
71.526268	399
71.711670	486
71.759330	225
71.830039	370
71.836309	206
72.066225	215
72.088919	325
72.428480	372
72.428586	159
72.428881	117
72.429068	368
72.429381	141
72.429546	1
72.429761	223
72.450834	446
72.451071	436
72.470149	384
72.470221	322
72.472015	328
72.472088	269
72.472185	54
72.472373	408
72.472421	216
72.473358	299
72.473398	463
72.480129	272
72.513685	433
72.678424	287
72.871309	91
73.057217	431
73.193472	144
73.193955	363
73.207128	260
73.210597	343
73.258449	169
73.281306	37
